Missing data from input file Neestimator_2019.txt.

Possible four types of missing data at a locus:
	1. Genotype contains only zeros or partially scored.
	2. Genotype has less digits than normal one.
	3. Genotype has more digits than normal one.
	4. Genotype contains non-digit character.
Types 3 and 4 stop the program.

In the table, each row is for an individual with missing data
(a) If column 'Locus' has only one number, then it is the first
    locus with missing data and also of highest missing data type.
(b) If column 'Locus' has 2 numbers, then the first number is
    the first locus with data missing, and the second number is
    the first locus that has highest missing data type.
(c) Genotype column contains the genotype of the locus in case (a)
    or the second locus in case (b).

Population 1 [PM_BAD_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
      95            4             0000           167
      96            4             0000           125
      97            4             0000           135
      98            4             0000           143
      99            4             0000           114
     100            4             0000           142
     101            3             0000           218
     102            4             0000           170
     103            4             0000           138
     104            4             0000           116
     105            4             0000           184
     106            4             0000           115
     107            4             0000           126
     108            4             0000           132
     109            4             0000           161
     110            4             0000           110
     111            4             0000           224
     112            4             0000           121
     113            4             0000           134
     114            4             0000           165
     115            4             0000           147
     116            3             0000           156
     117            2             0000           276
     118            2             0000           148
     119            2             0000           215
     120            4             0000           107
     121            1             0000           272
     122            4             0000           136
     123            2             0000           177
     124            2             0000           165
     125            4             0000           120
     126            4             0000           152
     127            4             0000           140
     128            2             0000           194
     129            1             0000           327
     130            1             0000           360
     131            1             0000           497
     132            4             0000           220
     133            4             0000           123
     134            4             0000           146
     135            2             0000           688
     136            4             0000           112
     137            4             0000           170
     138            4             0000           122
     139            4             0000           123
     140            4             0000           109
     141            4             0000           136
     142            4             0000           104
     143            4             0000           146
     144            4             0000           211
     145            4             0000           126
     146            4             0000           125
     147            4             0000           163
     148            4             0000           104
     149            4             0000           158
     150            4             0000           166
     151            4             0000           125
     152            4             0000           144
     153            4             0000           193
     154            4             0000           118
     155            4             0000           125
     156            4             0000           119
     157            4             0000           113
     158            4             0000           129
     159            4             0000           125
     160            4             0000           134
     161            4             0000           135
     162            4             0000           127
     163            4             0000           135
     164            4             0000           127
     165            4             0000           116
     166            4             0000           100
     167            4             0000           114
     168            4             0000           134
     169            4             0000           131
     170            4             0000           126
     171            4             0000           140
     172            4             0000           115
     173            4             0000           128
     174            4             0000           129
     175            4             0000           140
     176            4             0000           124
     177            4             0000           148
     178            4             0000           173
     179            4             0000           136
     180            2             0000           245
     181            4             0000           117
     182            4             0000           142
     183            4             0000           113
     184            4             0000           131
     185            4             0000           116
     186            4             0000           147
     187            4             0000           113
     188            4             0000           135
     189            4             0000           112
     190            4             0000           126
     191            4             0000           112
     192            4             0000           118
     193            4             0000           119
     194            4             0000           128
     195            4             0000           109
     196            4             0000           120
     197            4             0000           115
     198            4             0000           120
     199            4             0000           212
     200            4             0000           246
     201            4             0000           239
     202            4             0000           233
     203            4             0000           260
     204            4             0000           264
     205            4             0000           250
     206            4             0000           121
     207            4             0000           265
     208            4             0000           296
     209            4             0000           223
     210            4             0000           242
     211            4             0000           241
     212            4             0000           353
     213            4             0000           129
     214            4             0000           245
     215            4             0000           242
     216            4             0000           319
     217            4             0000           361
     218            4             0000           134
     219            4             0000           117
     220            4             0000           127
     221            4             0000           136
     222            4             0000           108
     223            4             0000           118
     224            4             0000           140
     225            4             0000           163
     226            4             0000           129
     227            4             0000           100
     228            4             0000           115
     229            4             0000           124
     230            4             0000           138
     231            4             0000           121
     232            4             0000           138
     233            1             0000           116
     234            4             0000           134
     235            4             0000           125
     236            4             0000           123
     237            4             0000           115
     238            4             0000           124
     239            4             0000           120
     240            4             0000           126
     241            4             0000           124
     242            4             0000           122
     243            4             0000           137
     244            4             0000           123
     245            4             0000           134
     246            4             0000           123
     247            4             0000           117
     248            4             0000           157
     249            4             0000           116
     250            4             0000           154
     251            4             0000           118
     252            4             0000           132
     253            4             0000           109
     254            4             0000           117
     255            4             0000           109
     256            4             0000           115
     257            4             0000           114
     258            4             0000           134
     259            4             0000           110
     260            4             0000           122
     261            4             0000           109
     262            4             0000           125
     263            4             0000           117
     264            4             0000           124
     265            4             0000           140
     266            4             0000           114
     267            4             0000           120
     268            4             0000           132
     269            4             0000           126
     270            4             0000           161
     271            4             0000           124
     272            1             0000           124
     273            4             0000           120
     274            4             0000           141
     275            4             0000           117
     276            4             0000           109
     277            1             0000          1840
     278            4             0000           132
     279            4             0000           129
     280            4             0000           121
     281            4             0000           131
     282            4             0000           148
     283            4             0000           130
     284            4             0000           118
     285            4             0000           111
     286            4             0000           110
     287            4             0000           722
     288            4             0000           115
     289            4             0000           112
     290            4             0000           116
     291            4             0000           130
     292            4             0000           128
     293            4             0000           135
     294            4             0000           131
     295            4             0000           140
     296            4             0000           147
     297            4             0000           113
     298            4             0000           180
     299            4             0000           129
     300            4             0000           131
     301            4             0000           139
     302            4             0000           115
     303            4             0000           123
     304            4             0000           137
     305            4             0000           123
     306            4             0000           157
     307            4             0000           120
     308            4             0000           134
     309            4             0000           138
     310            4             0000           128
     311            4             0000           126
     312            4             0000           127
     313            4             0000           123
     314            4             0000           113
     315            4             0000           100
     316            4             0000           125
     317            4             0000           123
     318            4             0000           122
     319            4             0000           113
     320            4             0000           184
     321            4             0000           115
     322            4             0000           126
     323            4             0000           117
     324            4             0000           121
     325            4             0000           131
     326            4             0000           151
     327            4             0000           113
     328            4             0000           147
     329            4             0000           124
     330            4             0000           143
     331            4             0000           149
     332            4             0000           135
     333            4             0000           136
     334            4             0000           125
     335            4             0000           115
     336            4             0000           120
     337            4             0000           117
     338            4             0000           177
     339            4             0000           147
     340            4             0000           143
     341            4             0000           144
     342            4             0000           132
     343            4             0000           139
     344            4             0000           161
     345            4             0000           194
     346            4             0000           166
     347            4             0000           186
     348            4             0000           142
     349            4             0000           123
     350            2             0000           188
     351            4             0000           125
     352            4             0000           216
     353            4             0000           126
     354            4             0000           156
     355            4             0000           125
     356            4             0000           209
     357            4             0000           147
     358            4             0000           145
     359            4             0000           160
     360            4             0000           183
     361            4             0000           192
     362            4             0000           144
     363            4             0000           198
     364            4             0000           141
     365            4             0000           281
     366            4             0000           206
     367            4             0000           192
     368            4             0000           141
     369            4             0000           119
     370            4             0000           115
     371            4             0000           165
     372            4             0000           131
     373            4             0000           113
     374            2             0000           123
     375            4             0000           423
     376            2             0000           204
     377            4             0000           164
     378            4             0000           152
     379            4             0000           130
     380            4             0000           159
     381            4             0000           118
     382            4             0000           220
     383            4             0000           140
     384            4             0000           194
     385            4             0000           127
     386            4             0000           140
     387            4             0000           123
     388            4             0000           124
     389            4             0000           116
     390            4             0000           137
     391            4             0000           116
     392            4             0000           132
     393            4             0000           134
     394            4             0000           160
     395            4             0000           158
     396            4             0000           157
     397            4             0000           161
     398            4             0000           158
     399            4             0000           174
     400            4             0000           149
     401            4             0000           136
     402            1             0000           136
     403            4             0000           122
     404            2             0000           394
     405            4             0000           402
     406            2             0000           593
     407            3             0000           448
     408            2             0000           793
     409            4             0000           141
     410            4             0000           438
     411            4             0000           136
     412            2             0000           676
     413            2             0000           564
     414            1             0000          3000
     415            4             0000           130
     416            2             0000          1749
     417            4             0000           187
     418            2             0000           823
     419            2             0000           846
     420            2             0000          1056
     421            2             0000          1205
     422            4             0000           125
     423            2             0000          1485
     424            4             0000           141
     425            2             0000          1252
     426            1             0000          1707
     427            2             0000           782
     428            2             0000           959
     429            2             0000          1097
     430            4             0000           140
     431            2             0000          1071
     432            2             0000          2238
     433            4             0000           139
     434            2             0000          2006
     435            1             0000          2927
     436            2             0000          1625
     437            2             0000          1493
     438            2             0000          1982
     439            2             0000          1852
     440            1             0000          2903
     441            2             0000          1524
     442            4             0000           157
     443            1             0000          3017
     444            1             0000          1785
     445            2             0000          1470
     446            2             0000          1688
     447            2             0000          1733
     448            4             0000           133
     449            1             0000          2354
     450            2             0000          1207
     451            2             0000          1468
     452            2             0000          1242
     453            1             0000          2755
     454            4             0000           139
     455            2             0000          2749
     456            4             0000           138
     457            1             0000          2292
-----------------------------------------------------------
Total missing data for population   11:       126639

Population 12 [PM_MIS_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           381
       2            4             0000           386
       3            4             0000           385
       4            4             0000           389
       5            4             0000           414
       6            4             0000           376
       7            4             0000           414
       8            4             0000           403
       9            4             0000           426
      10            4             0000           382
      11            4             0000           387
      12            4             0000           433
      13            4             0000           507
      14            4             0000           404
      15            4             0000           398
      16            4             0000           466
      17            4             0000           444
      18            4             0000           408
      19            4             0000           421
      20            4             0000           417
      21            4             0000           395
      22            4             0000           424
      23            4             0000           399
      24            4             0000           397
      25            2             0000           642
      26            4             0000           399
      27            4             0000           430
      28            4             0000           394
      29            4             0000           397
      30            4             0000           389
      31            4             0000           410
      32            4             0000           368
      33            4             0000           383
      34            4             0000           387
      35            4             0000           392
      36            4             0000           391
      37            4             0000           408
-----------------------------------------------------------
Total missing data for population   12:        15246

Population 13 [PM_MUS_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           174
       2            4             0000           197
       3            4             0000           161
       4            4             0000           189
       5            4             0000           211
       6            4             0000           175
       7            4             0000           189
       8            4             0000           216
       9            4             0000           201
      10            4             0000           176
      11            4             0000           191
      12            4             0000           181
      13            4             0000           197
      14            4             0000           193
      15            4             0000           211
      16            4             0000           211
      17            4             0000           171
      18            4             0000           181
      19            4             0000           176
      20            4             0000           197
      21            4             0000           194
      22            4             0000           191
      23            4             0000           195
      24            4             0000           213
      25            4             0000           175
      26            4             0000           168
      27            4             0000           194
      28            4             0000           189
      29            4             0000           187
      30            4             0000           181
      31            4             0000           188
      32            4             0000           185
      33            4             0000           192
      34            4             0000           199
      35            4             0000           169
      36            4             0000           214
      37            4             0000           183
      38            4             0000           185
      39            1             0000           238
      40            4             0000           190
      41            4             0000           179
      42            4             0000           189
      43            4             0000           180
      44            4             0000           185
      45            4             0000           230
      46            4             0000           191
      47            4             0000           194
      48            4             0000           204
      49            4             0000           205
      50            4             0000           209
      51            4             0000           195
      52            4             0000           198
      53            4             0000           190
-----------------------------------------------------------
Total missing data for population   13:        10177

Population 14 [PM_OCQ_397]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           155
       2            4             0000           152
       3            4             0000           141
       4            4             0000           156
       5            4             0000           140
       6            4             0000           201
       7            4             0000           153
       8            4             0000           141
       9            4             0000           131
      10            4             0000           172
      11            4             0000           150
      12            4             0000           147
      13            4             0000           181
      14            4             0000           180
      15            4             0000           165
      16            4             0000           148
      17            4             0000           174
      18            4             0000           165
      19            4             0000           228
      20            4             0000           156
      21            4             0000           281
      22            4             0000           180
      23            4             0000           221
      24            4             0000           154
      25            4             0000           143
      26            4             0000           176
      27            4             0000           157
      28            4             0000           142
      29            4             0000           167
      30            2             0000           370
      31            4             0000           241
      32            4             0000           147
      33            4             0000           177
      34            2             0000           448
      35            4             0000           156
      36            4             0000           163
      37            4             0000           185
      38            4             0000           148
      39            4             0000           183
      40            4             0000           164
      41            4             0000           178
      42            4             0000           232
      43            4             0000           179
      44            4             0000           221
      45            4             0000           151
      46            4             0000           454
      47            4             0000           164
      48            4             0000           146
      49            1             0000           156
      50            4             0000           143
      51            4             0000           242
      52            4             0000           280
      53            4             0000           153
      54            1             0000           160
      55            4             0000           150
      56            4             0000           150
      57            4             0000           149
      58            4             0000           144
      59            4             0000           157
      60            4             0000           135
      61            4             0000           134
      62            4             0000           146
      63            4             0000           233
      64            4             0000           162
      65            4             0000           148
      66            4             0000           161
      67            4             0000           148
      68            4             0000           162
      69            4             0000           280
      70            4             0000           161
      71            4             0000           219
      72            4             0000           165
      73            4             0000           140
      74            4             0000           171
      75            4             0000           148
      76            4             0000           170
      77            4             0000           146
      78            4             0000           145
      79            4             0000           165
      80            4             0000           139
      81            4             0000           209
      82            4             0000           486
      83            4             0000           197
      84            2             0000           275
      85            4             0000           154
      86            4             0000           178
      87            4             0000           161
      88            4             0000           143
      89            4             0000           407
      90            4             0000           147
      91            4             0000           239
      92            4             0000           156
      93            4             0000           143
      94            4             0000           147
      95            4             0000           210
      96            4             0000           151
      97            4             0000           191
      98            4             0000           153
      99            4             0000           167
     100            4             0000           163
     101            4             0000           151
     102            4             0000           176
     103            4             0000           225
     104            4             0000           158
     105            4             0000           141
     106            4             0000           142
     107            4             0000           163
     108            4             0000           177
     109            1             0000           243
     110            4             0000           147
     111            4             0000           172
     112            4             0000           133
     113            4             0000           142
     114            4             0000           162
     115            4             0000           291
     116            4             0000           333
     117            4             0000           145
     118            4             0000           171
     119            4             0000           147
     120            4             0000           157
     121            4             0000           153
-----------------------------------------------------------
Total missing data for population   14:        22132

Population 15 [PM_STE_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           300
       2            4             0000           276
       3            4             0000           308
       4            4             0000           299
       5            4             0000           285
       6            4             0000           295
       7            4             0000           332
       8            4             0000           266
       9            4             0000           271
      10            4             0000           279
      11            4             0000           279
      12            1             0000           320
      13            4             0000           300
      14            4             0000           359
      15            4             0000           297
      16            4             0000           282
      17            4             0000           287
      18            4             0000           299
      19            4             0000           261
      20            4             0000           281
      21            4             0000           306
      22            4             0000           358
      23            4             0000           287
      24            4             0000           274
      25            4             0000           313
      26            4             0000           294
      27            4             0000           270
      28            4             0000           273
      29            2             0000           358
      30            4             0000           300
      31            4             0000           330
      32            4             0000           278
      33            2             0000           487
      34            4             0000           268
      35            4             0000           292
      36            4             0000           345
      37            4             0000           294
      38            4             0000           287
      39            4             0000           293
      40            4             0000           315
      41            4             0000           310
      42            4             0000           324
      43            4             0000           302
      44            4             0000           275
      45            2             0000           445
      46            4             0000           301
      47            4             0000           379
      48            4             0000           289
      49            4             0000           300
      50            4             0000           304
      51            4             0000           299
      52            4             0000           306
      53            4             0000           307
      54            4             0000           291
      55            4             0000           325
      56            4             0000           282
      57            4             0000           290
      58            4             0000           293
      59            4             0000           354
      60            4             0000           307
      61            4             0000           312
      62            4             0000           285
      63            4             0000           277
      64            4             0000           315
      65            4             0000           419
      66            4             0000           372
      67            4             0000           320
      68            4             0000           343
      69            4             0000           425
      70            1             0000           311
      71            4             0000           310
      72            4             0000           441
      73            4             0000           556
      74            2             0000           410
      75            4             0000           354
      76            4             0000           362
      77            4             0000           365
      78            4             0000           408
      79            4             0000           315
      80            4             0000           339
      81            4             0000           337
      82            4             0000           368
      83            4             0000           309
      84            4             0000           381
      85            4             0000           343
      86            4             0000           333
      87            4             0000           500
      88            4             0000           452
      89            4             0000           409
      90            4             0000           405
      91            4             0000           426
      92            4             0000           362
      93            4             0000           477
      94            4             0000           394
      95            4             0000           391
      96            4             0000           499
      97            4             0000           391
      98            4             0000           453
      99            4             0000           489
     100            4             0000           405
     101            4             0000           384
     102            4             0000           422
     103            4             0000           464
     104            4             0000           529
     105            4             0000           676
-----------------------------------------------------------
Total missing data for population   15:        36219

Population 16 [PM_SWN_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           840
       2            4             0000           821
       3            4             0000           790
       4            4             0000           901
       5            4             0000           860
       6            4             0000           763
       7            4             0000           723
       8            4             0000           723
       9            4             0000           743
      10            4             0000           725
      11            4             0000           743
      12            4             0000           749
      13            1             0000           716
      14            4             0000           720
      15            4             0000           718
      16            4             0000           737
      17            4             0000           738
      18            4             0000           809
      19            4             0000           812
      20            4             0000           736
      21            2             0000          1015
      22            4             0000           943
      23            4             0000           799
      24            4             0000           844
      25            4             0000           802
      26            4             0000           889
      27            4             0000           830
      28            4             0000           897
      29            4             0000           859
      30            4             0000           872
      31            1             0000          3019
      32            4             0000           799
      33            4             0000           833
      34            4             0000           786
      35            4             0000           824
      36            4             0000           866
      37            4             0000           845
      38            4             0000           761
      39            4             0000           902
-----------------------------------------------------------
Total missing data for population   16:        33752

Population 17 [PM_TAQ_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           294
       2            4             0000           250
       3            4             0000           342
       4            4             0000           179
       5            4             0000           217
       6            4             0000           200
       7            4             0000           194
       8            4             0000           188
       9            4             0000           211
      10            1             0000          3015
      11            4             0000           187
      12            4             0000           202
      13            4             0000           183
      14            4             0000           184
      15            4             0000           187
      16            4             0000           256
      17            4             0000           238
      18            4             0000           192
      19            4             0000           194
      20            4             0000           196
      21            4             0000           208
      22            4             0000           190
      23            4             0000           210
      24            4             0000           285
      25            4             0000           197
      26            4             0000           195
      27            4             0000           184
      28            4             0000           238
      29            4             0000           189
      30            4             0000           185
      31            4             0000           231
      32            4             0000           192
      33            4             0000           183
      34            4             0000           208
      35            4             0000           259
      36            4             0000           201
      37            4             0000           315
      38            4             0000           183
      39            4             0000           195
      40            4             0000           189
      41            4             0000           183
      42            4             0000           221
      43            4             0000           186
      44            4             0000           188
      45            4             0000           226
      46            4             0000           192
      47            4             0000           233
      48            4             0000           186
      49            4             0000           232
      50            4             0000           254
      51            4             0000           211
      52            4             0000           199
      53            4             0000           195
      54            4             0000           187
      55            4             0000           193
      56            4             0000           217
      57            4             0000           249
      58            4             0000           217
      59            4             0000           216
      60            1             0000           203
      61            4             0000           203
      62            4             0000           200
      63            4             0000           208
      64            4             0000           231
      65            4             0000           178
      66            4             0000           208
      67            4             0000           183
      68            4             0000           201
      69            4             0000           193
      70            4             0000           183
      71            4             0000           219
      72            4             0000           230
      73            4             0000           212
      74            4             0000           198
      75            4             0000           186
      76            4             0000           196
      77            4             0000           211
      78            4             0000           198
      79            4             0000           200
      80            4             0000           376
      81            4             0000           196
      82            4             0000           220
      83            4             0000           245
      84            4             0000           289
      85            4             0000           196
      86            4             0000           188
      87            4             0000           220
      88            4             0000           237
      89            4             0000           216
      90            4             0000           197
      91            4             0000           200
      92            4             0000           210
      93            4             0000           228
      94            1             0000          3019
-----------------------------------------------------------
Total missing data for population   17:        25609

Population 18 [PM_TWO_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           270
       2            4             0000           260
       3            4             0000           274
       4            4             0000           277
       5            4             0000           270
       6            4             0000           269
       7            4             0000           284
       8            4             0000           271
       9            4             0000           295
      10            4             0000           261
      11            4             0000           264
      12            4             0000           262
      13            4             0000           262
      14            4             0000           296
      15            4             0000           275
      16            4             0000           279
      17            4             0000           262
      18            4             0000           306
      19            4             0000           280
      20            4             0000           265
      21            4             0000           284
      22            4             0000           288
      23            2             0000           403
      24            4             0000           301
      25            4             0000           401
      26            2             0000           344
      27            4             0000           269
      28            4             0000           278
      29            4             0000           259
      30            4             0000           269
      31            4             0000           266
      32            4             0000           268
      33            4             0000           276
      34            4             0000           275
      35            4             0000           274
      36            4             0000           271
      37            4             0000           272
      38            4             0000           267
      39            4             0000           264
      40            4             0000           272
      41            4             0000           282
      42            4             0000           246
      43            1             0000           603
-----------------------------------------------------------
Total missing data for population   18:        12414

